DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,P6430,RAMA4D_R4,INGLABO,DPTO,MES,fex_c_2018,RAMA4DP8_R4
5432451,1,1,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,,1,,9,2,,,,,3,1,2,20,1,,20,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,10,4,,2,,,,,,,,1,3,15,,1,30,1,1,1,1,1,1,2,1,2,2,2,2,2,,1,1,2,2,1,2,2,1,8,,57,96,1,4,9602,200000,52,04,16.602037372,
5432452,1,1,1,60,52,52,2,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,250000,1,,3,,12,2,,,,,3,1,2,24,1,,24,,,9,5,,2,,2,,,,1,,,,,,,,,1,2,2,1,12,18,1,,2,,,,,,,,7,3,20,,1,24,1,1,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,45,47,1,4,4792,250000,52,04,52.178537736,
5432452,2,2,2,60,52,52,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,600000,1,,3,,10,2,,,,,2,1,2,48,,.,48,,,2,9,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,36,1,,2,,,,,,,,1,12,20,,2,,,,1,1,1,1,2,1,2,2,1,1,2,,1,1,2,2,1,2,2,1,3,,95,41,1,4,4111,600000,52,04,52.178537736,
5432453,1,2,1,60,52,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,,3,,10,2,,,,,2,1,1,48,,.,48,,,2,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,6,12,4,,2,,,,,,,,1,15,45,,2,,,,1,1,1,1,2,1,2,1,1,1,2,,1,1,2,2,2,2,2,1,3,,61,01,1,4,0127,500000,52,04,11.343160377,
5432454,1,1,1,60,52,52,2,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,500000,1,,3,,12,2,,,,,3,1,2,48,,.,48,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,59,96,1,4,9609,500000,52,04,52.178537736,
5432454,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,500000,1,,3,,12,2,,,,,2,1,2,48,,.,48,,,2,5,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,20,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,1,1,2,2,1,2,2,1,3,,97,46,1,4,4631,500000,52,04,52.178537736,
5432455,2,1,2,60,52,52,1,1,,,1,,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,350000,1,,3,,5,2,,,,,2,1,2,36,2,,36,,,3,5,,2,,2,,,,1,,,,,,1,,,,2,2,1,60,2,4,,2,,,,,,,,1,12,10,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,2,2,1,2,2,1,3,,45,47,1,4,4799,350000,52,04,39.554207166,
5432927,2,1,2,60,52,52,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,400000,1,,3,,3,2,,,,,3,1,2,48,,.,32,6,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,9,12,4,,2,,,,,,,,3,3,5,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4773,400000,52,04,52.178537736,
5432928,1,1,1,60,52,52,2,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,100000,1,,3,,10,2,,,,,3,3,2,48,,.,24,6,,1,1,,2,,2,,,,1,,,,,,1,,,,2,2,2,,,,,1,52,20,4,,100000,1,1,,14,,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,79,14,1,4,1410,200000,52,04,11.343160377,
5432928,1,2,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,400000,1,,3,,10,2,,,,,3,3,2,40,,.,20,6,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,12,4,,2,,,,,,,,1,3,25,1,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4762,400000,52,04,11.343160377,
5432929,1,2,1,60,52,52,1,2,1,,2,4,2,1,1,1,60,,2,,2,1800000,2,,,2,,2,,2,,2,,2,,,1,150000,2,2,,,2,,,2,,,2,,,1,900000,1,1800000,1,1800000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,6,7,,1,,1,2,1,14,1,1,,,,,,,,,1,1,1,12,12,1,,2,,,,,,,,1,9,60,,2,,,,2,,,,,,,,,,,,,,1,2,1,1,1,1,1,,13,85,1,2,8530,1800000,52,04,46.27627248,8413
5432930,1,1,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,900000,1,,3,,12,2,,,,,3,1,1,48,,.,48,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,4,12,1,,2,,,,,,,,1,3,7,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,98,49,1,4,4921,900000,52,04,11.343160377,
5432931,1,2,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1000000,1,,3,,12,2,,,,,3,1,1,48,,.,48,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,5,12,1,,2,,,,,,,,1,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,98,49,1,4,4921,1000000,52,04,11.343160377,
5433468,1,1,1,60,52,52,1,2,2,6,2,4,1,1,2,1,120,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,1,,1,,1,2,1,10,1,,,,,,,,,1,1,1,1,0,120,4,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,54,84,1,1,8413,908526,52,04,11.343160377,8890
5433468,1,2,1,60,52,52,1,2,1,,1,,1,1,1,1,58,,5,,2,2250000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,1,330000,2,2,,,1,11250000,1,2250000,1,1125000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,30,3,HORARIO ESTABLECIDO,30,,,9,7,,1,,1,3,1,10,1,1,,,,,,,,,1,1,1,0,48,4,,2,,,,,,,,1,12,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,13,85,1,2,8530,2250000,52,04,11.343160377,
5433468,1,3,1,60,52,52,1,2,1,,1,,2,1,2,1,15,,2,,2,3000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,3000000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,8,7,,1,,1,1,1,5,1,1,,,,,,,,,1,1,1,3,12,1,,2,,,,,,,,1,7,44,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,21,42,1,1,4290,3000000,52,04,11.343160377,
5433472,1,2,1,60,52,52,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,800000,1,,3,,4,2,,,,,3,1,1,50,,.,50,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,8,6,4,,1,52,15,4,,908526,4,6,1,3,4,,2,,,,1,1,2,1,2,2,2,1,1,2,2,,2,1,2,2,1,2,2,1,3,,98,49,1,4,4921,1708526,52,04,11.343160377,
5433473,1,1,1,60,52,52,1,2,2,12,1,,1,1,2,1,3,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,18,1,1,,,,,,,,,1,1,1,0,5,4,,2,,,,,,,,8,11,10,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,1,2,1,2,1,1,3,,58,80,1,1,8010,908526,52,04,11.343160377,
5433473,1,2,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3,50000,1,,1,,12,2,,,,,3,10,1,24,2,,24,,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,1,95,12,4,,2,,,,,,,,9,3,10,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,2,2,1,2,2,1,3,,45,47,1,4,4792,50000,52,04,11.343160377,
5433474,1,2,1,60,52,52,1,1,,,1,,1,2,2,2,3,,1,,2,908526,2,,,1,200000,2,,2,,2,,2,,,1,106454,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,4,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,18,4,,2,,,,,,,,8,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,53,56,1,1,5611,1108526,52,04,11.343160377,
5433477,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,60,,5,,2,2200000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,1,150000,2,2,,,1,1100000,1,2200000,1,1100000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,30,3,HORARIO ESTABLECIDO,30,,,9,7,,1,,1,3,1,5,1,1,,,,,,,,,1,1,1,0,120,4,,2,,,,,,,,1,1,60,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,8,,13,85,1,2,8530,2200000,52,04,11.343160377,
5433479,1,2,1,60,52,52,1,2,2,3,1,,2,1,2,1,18,,1,,2,908526,2,,,2,,2,,2,,2,,2,,,1,106464,2,2,,,2,,,2,,,2,,,1,877803,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,9,7,,1,,1,2,1,1,1,1,,,,,,,,,1,1,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,3,,32,93,1,1,9321,908526,52,04,11.343160377,
5433483,1,1,1,60,52,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,150000,1,,3,,12,2,,,,,3,1,1,24,2,,24,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,1,,2,,,,,,,,13,14,,,1,10,2,1,1,1,2,1,2,2,2,2,2,2,2,,2,1,1,2,1,2,2,1,3,,79,14,1,4,1410,150000,52,04,11.343160377,
5433483,1,3,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,3,300000,1,,3,,12,2,,,,,3,1,1,24,1,,24,,,1,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,12,1,,2,,,,,,,,3,3,25,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,2,2,1,2,2,1,5,,45,56,1,4,5619,300000,52,04,11.343160377,
5433489,1,1,1,60,52,52,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,,3,,12,1,20,0,20,0,3,1,1,50,,.,50,,,6,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,2,3,,2,,,,,,,,3,3,10,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,1,2,1,2,1,1,3,,45,92,1,4,9200,200000,52,04,38.925262685,
5433489,1,3,1,60,52,52,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,700000,1,,3,,12,2,,,,,2,1,1,40,,.,32,6,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,1,,2,,,,,,,,8,3,10,1,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,81,16,1,4,1690,700000,52,04,38.925262685,
5433492,1,1,1,60,52,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,1000000,1,,3,,12,1,39,0,39,0,3,1,1,36,2,,36,,,7,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,360,4,,2,,,,,,,,13,3,10,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,2,1,1,2,2,1,8,,45,92,1,4,9200,1000000,52,04,16.602037372,
5433493,1,1,1,60,52,52,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,20000,1,,3,,12,2,,,,,3,5,2,40,,.,40,,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,2,204,4,,2,,,,,,,,2,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,45,47,1,4,4759,20000,52,04,11.343160377,
5433493,1,3,1,60,52,52,1,1,,,1,,1,2,2,2,3,,1,,2,240000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,3,,,,,,,,,9,2,,9,,,1,2,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,3,15,,2,,,,2,,,,,,,,,,,,,,2,2,1,2,2,1,3,,54,97,1,3,9700,240000,52,04,11.343160377,
5433494,1,1,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,.,12,,,,,,,,,24,1,,24,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,6,4,,2,,,,,,,,13,14,,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,2,1,2,2,1,2,1,1,3,,45,47,1,6,4711,,52,04,11.343160377,
5433494,1,2,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,,3,,12,1,1,0,0,1,3,1,2,60,,.,60,,,2,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,240,4,,2,,,,,,,,10,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,41,47,1,4,4711,200000,52,04,11.343160377,
5433494,1,4,1,60,52,52,2,,,,,,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,,3,,12,2,,,,,1,10,2,30,2,,30,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,36,6,,2,,,,,,,,13,9,30,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,64,03,1,4,0311,400000,52,04,11.343160377,
5433495,1,1,1,60,52,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,100000,1,,1,,12,2,,,,,2,1,1,40,,.,40,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,3,1,,2,,,,,,,,13,12,45,,2,,,,1,1,2,1,2,2,2,2,1,2,2,,2,1,2,2,2,2,2,1,8,,62,01,1,4,0161,100000,52,04,52.178537736,
5433495,1,3,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,200000,1,,1,,12,2,,,,,1,4,2,15,2,,15,,,1,8,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,9,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,64,03,1,4,0311,200000,52,04,52.178537736,
5434741,1,1,1,60,52,52,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,2000000,1,,3,,12,1,2,0,2,0,2,3,2,60,,.,60,,,2,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,9,1,,2,,,,,,,,3,11,8,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,41,47,1,4,4723,2000000,52,04,11.343160377,
5434741,1,2,1,60,52,52,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3,90000,1,,1,,6,2,,,,,2,4,2,3,2,,3,,,1,1,,3,,2,,,,1,,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,45,47,1,4,4792,90000,52,04,11.343160377,
5434742,1,2,1,60,52,52,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,600000,1,,3,,4,2,,,,,3,1,1,60,,.,60,,,1,4,,2,,2,,,,1,,,,,,,,,1,2,2,1,24,12,1,,2,,,,,,,,9,12,8,,2,,,,1,1,2,1,2,2,2,2,1,1,2,,1,1,1,2,2,2,2,1,5,,98,49,1,4,4921,600000,52,04,11.343160377,
5434743,1,1,1,60,52,52,2,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,1,,3,,12,2,,,,,3,1,2,40,,.,0,1,,1,1,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,60,1,,2,,,,,,,,3,14,,2,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,9,,03,95,1,4,9522,0,52,04,22.955218969,
5434744,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,1,,1,,2,320000,2,,,1,80000,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,20,1,,20,,,2,2,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,34,4,,2,,,,,,,,2,12,10,,1,24,1,1,1,1,2,1,2,2,2,2,1,1,2,,1,1,1,2,1,2,2,1,8,,54,97,1,3,9700,400000,52,04,46.598508531,
5434745,1,1,1,60,52,52,1,2,1,,2,4,1,1,2,1,36,,1,,2,1014980,2,,,2,,2,,2,,2,,2,,,1,106454,1,1,30000,2,2,,,2,,,2,,,1,900000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,7,,1,,1,1,1,3,1,1,,,,,,,,,1,1,1,5,7,1,,2,,,,,,,,3,2,10,,1,10,2,1,2,,,,,,,,,,,,,,1,1,1,2,1,2,8,,97,47,1,1,4711,1014980,52,04,41.317039828,7810
5434745,1,2,1,60,52,52,1,2,2,12,2,4,1,1,2,1,4,,1,,2,1014980,2,,,2,,2,,2,,2,,2,,,1,106454,1,2,,,2,,,2,,,2,,,1,900000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,7,,1,,1,1,1,7,1,1,,,,,,,,,1,1,1,0,18,1,,2,,,,,,,,1,11,20,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,1,3,,58,84,1,1,8412,1014980,52,04,41.317039828,8010
5434746,1,1,1,60,52,52,2,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2021,2,1200000,1,,3,,12,1,1,1,0,0,3,4,2,46,,.,46,,,2,7,,2,,2,,,,1,,,1,,,,,,,2,2,1,0,84,1,,2,,,,,,,,10,11,3,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,84,45,1,5,4520,1200000,52,04,22.955218969,
5434747,1,1,1,60,52,52,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,80000,1,,1,,4,2,,,,,2,1,2,12,1,,12,,,1,5,,2,,2,,,,1,,,,,,,,,1,2,2,1,8,8,1,,2,,,,,,,,5,3,120,,1,40,1,1,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,1,3,,97,53,1,4,5320,80000,52,04,48.990285673,
5434748,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,192,,5,,2,2000000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1000000,1,2000000,1,1000000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,7,,1,,1,3,1,12,1,1,,,,,,,,,1,1,1,0,180,1,,2,,,,,,,,2,12,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,5,,13,85,1,2,8530,2000000,52,04,11.343160377,
5434748,1,2,1,60,52,52,1,1,,,1,,1,2,2,2,6,,1,,2,650000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,20,2,,20,,,2,7,,1,,1,1,2,2,1,1,,,,,,,,,2,2,1,0,12,4,,1,52,10,4,,2000000,4,7,13,3,2,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,16,59,1,1,5911,2650000,52,04,11.343160377,
5434749,1,1,1,60,52,52,1,2,1,,1,,2,1,1,1,72,,5,,2,2100000,2,,,2,,2,,2,,2,,2,,,1,106454,1,2,,,2,,,2,,,2,,,1,1000000,1,2100000,1,1000000,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,50,,.,50,,,9,7,,1,,1,3,1,12,1,1,,,,,,,,,1,1,1,0,48,4,,1,52,14,1,,97000,2,5,8,6,60,,1,24,1,1,2,,,,,,,,,,,,,,1,2,2,2,2,1,5,,13,85,1,2,8530,2197000,52,04,11.343160377,
5434749,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,2,,1,,2,800000,2,,,1,336000,2,,2,,2,,2,,,1,122000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,2,,,,,,,,,70,,.,70,,,3,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,36,36,3,,2,,,,,,,,2,12,10,,2,,,,1,1,2,1,1,2,2,2,2,2,2,,1,1,1,1,2,2,1,1,3,,39,55,1,1,5511,1136000,52,04,11.343160377,
5434750,1,2,1,60,52,52,2,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,0,12,,3,,12,2,,,,,3,5,2,24,2,,24,,,1,1,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,48,1,,2,,,,,,,,9,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,79,14,1,4,1410,0,52,04,11.343160377,
5434751,1,1,1,60,52,52,2,,,,,,,,,,1,TRABAJA PARA UN ASALARIADO REALIZANDO UNA DE SUS FUNCIONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,TRABAJA PARA UN ASALARIADO REALIZANDO UNA DE SUS FUNCIONES,,,,3,500000,1,,1,,11,,,,,,,1,2,10,1,,10,,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,1,1,4,1,,2,,,,,,,,3,9,120,,1,40,1,1,1,1,2,1,2,1,2,2,2,2,2,,1,1,1,2,1,2,2,1,8,,13,85,1,9,8521,500000,52,04,22.955218969,
5434752,1,1,1,60,52,52,2,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,220000,1,,1,,12,2,,,,,2,1,2,40,,.,40,,,1,1,,3,,2,,,,1,,,,,,,,,1,2,2,1,0,96,5,,1,52,4,4,,0,1,1,2,14,,,1,21,1,1,2,,,,,,,,,,,,,,1,2,1,2,1,1,3,,19,70,1,4,7020,220000,52,04,11.343160377,
5434752,1,2,1,60,52,52,1,2,1,,1,,1,1,2,1,168,,1,,2,2500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,2500000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,40,,.,40,,,9,1,,1,,1,1,1,20,1,1,,,,,,,,,1,1,1,0,24,1,,2,,,,,,,,2,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,8,,30,94,1,1,9499,2500000,52,04,11.343160377,
5434753,1,1,1,60,52,52,2,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,120000,1,,1,,12,2,,,,,2,1,2,32,1,,16,6,,1,7,,2,,2,,,,1,,,,,,,,,1,2,2,2,,,,,1,52,20,7,,,2,2,,3,60,1,1,24,1,1,1,1,2,1,2,2,2,2,1,1,2,,1,1,1,2,1,2,1,1,8,,77,10,1,4,1011,120000,52,04,52.178537736,
5434754,1,1,1,60,52,52,1,1,,,1,,1,2,2,2,6,,1,,2,240000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,48,,.,48,,,2,6,,2,,2,,,,1,,,,,,,,,1,2,2,1,0,6,3,,2,,,,,,,,5,12,15,,2,,,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,1,3,,45,47,1,1,4721,240000,52,04,52.178537736,
